Class,Identifiers,Address,Type,Initial Value,Comment
VAR,snsr_s3_wPres2_warn_u,D12106,WORD,0
VAR,snsr_s3_wPres2_warn_l,D12107,WORD,0
VAR,snsr_s3_wPres2_err_l,D12108,WORD,0
VAR,snsr_s3_wTemp0_value,D12109,WORD,0
VAR,snsr_s3_wTemp0_state,D12110,WORD,0
VAR,snsr_s3_wTemp0_err_u,D12111,WORD,0
VAR,snsr_s3_wTemp0_warn_u,D12112,WORD,0
VAR,snsr_s3_wTemp0_warn_l,D12113,WORD,0
VAR,snsr_s3_wTemp0_err_l,D12114,WORD,0
VAR,snsr_s3_wTemp1_value,D12115,WORD,0
VAR,snsr_s3_wTemp1_state,D12116,WORD,0
VAR,snsr_s3_wTemp1_err_u,D12117,WORD,0
VAR,snsr_s3_wTemp1_warn_u,D12118,WORD,0
VAR,snsr_s3_wTemp1_warn_l,D12119,WORD,0
VAR,snsr_s3_wTemp1_err_l,D12120,WORD,0
VAR,snsr_s4_wPres0_value,D12121,WORD,0
VAR,snsr_s4_wPres0_state,D12122,WORD,0
VAR,snsr_s4_wPres0_err_u,D12123,WORD,0
VAR,snsr_s4_wPres0_warn_u,D12124,WORD,0
VAR,snsr_s4_wPres0_warn_l,D12125,WORD,0
